SR_NO,COMPANY_NAME,EXPERIENCE,FUNCTION,INDUSTRY,JOB_DESCRIPTION,JOB_LOCATION,JOB_TITLE,AVERAGE_PACKAGE,ROLES,SKILLS
336,Biz Industries,0-2 years,Finance & Accounts,"Banking, Accounting, Financial Services","Account Assistant Call & Whatsapp HR Vedpal Sir -(8218550935)Account AssistantResponsible for managing all accountsHandle payment vouchers and sales reportsLiaise with external auditors as and when requiredEnsure compliance with corporate, statutory and tax regulationsPerform any other accounting / administration duties when assignedAccount AssistantCall & Whatsapp HR Vedpal Sir -(8218550935)Account Assistant",Bengaluru / Bangalore,Account Assistant Job For Freshers,150000 - 250000 INR,Accountant,"Account Assistant, Account Executive, Accountant, Secretary"
337,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","Recruitment, Staffing, RPO","Call Center ExecutiveCall & Whatsapp HR Vedpal Sir -(8218550935)Call Center ExecutiveTo handle call enquiries, feedback and complaints received from the publicUpdate CRM databaseOther ad-hoc duties as assignedCall Center ExecutiveCall & Whatsapp HR Vedpal Sir -(8218550935)Call Center Executive",Bengaluru / Bangalore,Call Center Executive For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center Executive, BPO Call Centre, Tele Caller, BPO Executive, Customer Care Executive"
338,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology","Bio Technology & Life Sciences, Chemicals, Petrochemicals","Medical RepresentativeCall & Whatsapp HR Pratik Sir - ( 8826072791)Medical RepresentativeResponsible for the sales target set for Vaccines/IM-D businessAccount ManagementSet clear objectives and develop strategies for each customer to drive penetration and growthFocus on CHAS GP vaccine take up rate & grow IM-D range of products.Establish good rapport with decision makersService & maintain existing business (contracts, quotations, tenders, relationship management)Proactively seek new business opportunitiesTrack account sales and provide accurate forecast (sales, penetration rates and market share)Medical RepresentativeCall & Whatsapp HR Pratik Sir - ( 8826072791)Medical Representative",Mumbai,Medical Representative Job For Freshers,150000 - 250000 INR,"Bio-Technology Research Scientist, Other Pharma","Medical Representative, Pharma Sales, Medical rep"
339,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Site EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil Site EngineerMonitor the Project Plan and record progress against the program.Ensure Site Diaries are completed on a daily basis.Resolve engineering issues as they ariseAssist in management of delivery interfacesGenerate and follow up with close out of Requests for InformationParticipate in milestone design reviewsReview documentation for construction purposes including verification of standards, codes and specificationsSupport, monitor and review all aspects of the design review process.Prepare contractual correspondenceCivil Site EngineerCall & Whatsapp HR Pratik Sir - ( 8826072791)Civil Site Engineer",Hyderabad / Secunderabad,Civil Site Engineer For Freshers,150000 - 250000 INR,Civil Engineer,Civil Site Engineer
340,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology",Bio Technology & Life Sciences,"B.SC NursingCall & Whatsapp HR Yogesh Sir - (7617551414)B.SC NursingAssisting Nursing Aides with toilet/bed bath of residentsMake beds, changed soiled linen and face towelsserve meals and assist in oral feeding of residentsAssist semi-ambulant resident to dining area for their mealsHelp to fold clean clothes from laundryAccompany residents to clinis, hospitals for medical appointmentsPush food trolley from kitchen to dining area before meal timesMaintain cleanliness and ventilation of all rooms and corridorsAny other duties assigned.B.SC NursingCall & Whatsapp HR Yogesh Sir - (7617551414)B.SC Nursing",Mumbai,B.SC Nursing For Freshers,150000 - 250000 INR,Bio-Technology Research Scientist,B.SC Nursing
341,Biz Industries,0-2 years,"Pharmaceutical, Biotechnology",Pharmaceutical,"B.Pharma Call & Whatsapp HR Yogesh Sir - (7617551414)B.PharmaProvide insights through data analyses and visualization for small to large datasetsAbility to translate a Business Questions into Analytics Problem to develop business rules, process flow and methodology for analysisAnalyses to include tabulations/summarizing as well as using basic statistical methodsWork with team to execute Adhoc/ Regular projects using secondary data analysisB.PharmaCall & Whatsapp HR Yogesh Sir - (7617551414)B.Pharma",Mumbai,B.Pharma Job For Freshers,150000 - 250000 INR,Pharmacist,"B.Pharma, M.Pharma, M.Sc, B.Sc, Pharma"
342,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",BPO ExecutiveCall & Whatsapp HR Hariom Sir - (8859444893)BPO ExecutiveImplement Genesys and other technology solutions that meets the customers’ and companies requirementsEnsure that the solutions delivered are robust and transitioned effectively to the customerAssist in issue identification and resolution processesTroubleshoot routing issues impacting call delivery and find solutions for other Platform issuesIdentify changes needed in the infrastructure configuration to ensure the highest levels of availability and Information SecurityEstablish working relationships with the other members of the team and the customer’s Technical teamsTimely and considerate response to customer’s issues and managing Helpdesk related tickets to resolve technical issues.Identify and suggest possible improvements on processes and architectureBPO ExecutiveCall & Whatsapp HR Hariom Sir - (8859444893)BPO Executive,Mumbai,BPO Executive Job For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)",BPO Executive
343,Biz Industries,0-2 years,"Customer Service, Call Centre, BPO","ITES, BPO",Call Center ExecutiveCall & Whatsapp HR Hariom Sir - (8859444893)Call Center ExecutiveActioning high volume data entry of customer purchase orders with high attention to detailProvide data entry support as we transition to a new ERP systemEnsure customer requests are actioned in a timely manner within allocated timeframesTake ownership in continuing and cultivating all customer interactionsCall Center ExecutiveCall & Whatsapp HR Hariom Sir - (8859444893)Call Center Executive,Mumbai,Call Center Executive For Freshers,150000 - 250000 INR,"Customer Service Executive (Non-voice), Customer Service Executive (Voice)","Call Center, Voice Process, Fresher"
344,Biz Industries,0-2 years,Construction,Construction & Engineering,"Civil Structural Engineer Call & Whatsapp HR Hariom Sir - (8859444893)Civil Structural EngineerPrepare outline designs for structural schemes based on the client’s briefCarry out detailed design calculations to Eurocodes using the latest 3D design softwareCo-ordinate your designs with other design disciplines and specialists with BIMAssist with the production of detailed design drawings and specifications for tender purposesVisit site during the construction phase to monitor on-site progressCarry out structural surveys of existing buildings and advise on any issues that may ariseAnalyse and report on structural defects in existing buildings and structuresCheck outgoing and incoming documents, including Contractors proposal documentationCivil Structural EngineerCall & Whatsapp HR Hariom Sir - (8859444893)Civil Structural Engineer",Mumbai,Civil Structural Engineer For Freshers,150000 - 250000 INR,Civil Engineer,Civil Structural Engineer
345,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Design EngineerResponsible for internal maintenance across all sites.Supervise and provide support for subcontractors.Drive company vehicles for ABD logistics and to and from repairers etc.Maintain and update certificates, reports & quotations to online database.Weekly checks of CCTV footage & logging any reports.Provide support in tasks for other departments if required.Mechanical Design EngineerCall & Whatsapp HR Satya Sir - (9102882937)Mechanical Design Engineer",Hyderabad / Secunderabad,Mechanical Design Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,Mechanical Design Engineer
346,Biz Industries,0-2 years,"IT, IT- Hardware, Telecom, Technical Staff, Support","IT, Computers - Hardware & Networking, IT, Computers - Software","IT-Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)IT-Support EngineerPrevious experience of Linux/Unix and MS Windows System support,A technical Bachelors degree in a relevant discipline is necessary,Detailed understanding of core Internet technologies, including Routing and Switching, DNS, DHCP, mail transport, OSI Model,Experience in a customer-facing, technical role requiring solid technical aptitude, alongside excellent written and verbal communication skills at all levels of seniority,Previous experience supervising a team,Demonstrated project management capability, especially in technical task execution,IT-Support EngineerCall & Whatsapp HR Hariom Sir - (8859444893)IT-Support Engineer",Mumbai,IT-Support Engineer For Freshers,150000 - 250000 INR,"Hardware Design Technical Leader, Other Software, Hardware, EDP",IT-Support Engineer
347,Star Tech,0-1 years,"Sales - Engineering, Technical, IT, Sales - Retail, General","IT, Computers - Software","Job descriptiononly 2019,2020,or 2021 passout can apply.Any degree in any disciplineProficient in MS Office toolGood experience on MS ExcelStrong written and oral communication skills in English is critical for the roleCatalog analyst will be responsible for working on one or more critical programs or tasks for a product category. The tasks include (but not limited to) audit vendor submissions to meet clients catalog standards, interacting or coordinating with suppliers/manufacturers, identifying and correcting errors/complaints, maintaining records of work received and performed. The individual is expected to perform these tasks by using fair judgement in understanding instructions provided by the process lead/manager. The role will have daily deliverables across productivity, quality and utilization as basic metrics. This role will work with various partners within the organization to enhance the businessSALARY-35K-45K+OTHER PERKS AND BONUSFOR MORE INFORMATION CALL/ WHTSAPHR PIYUSH 8595179386","Gurgaon / Gurugram, Noida",CATALOG ANALYST - FRESHERS CAN APPLY,450000 - 670000 INR,,"Catalog Associate, CATALOG ANALYST"
348,Biz Industries,0-2 years,"Engineering - Mechanical, Automotive, Industrial",Engineering & Design,"Mechanical Technician EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Technician EngineerDevelop bid documents and seek bids for various services and projects.Perform special project studies in areas such as water, wastewater and refuse.Orchestrate weed abatement services each year including bidding for maintenance of properties and placing lien for repaymentof costs.Coding of invoices for department and tracking of costs during the budget year.Manage Landscape and Lighting Assessment Districts including monthly inspection and yearly submission of costs to CityCouncil and submission to the County Auditor’s Office.Mechanical Technician EngineerCall & Whatsapp HR Shubham Sir - (9352743030)Mechanical Technician Engineer",Kolkata,Mechanical Technician Engineer For Freshers,150000 - 250000 INR,Mechanical Engineer,"Mechanical Technician, Mechanical Engineer, Mechanical design engineer, Diploma Mechanical, Maintenance Engineer"
